Area,Date,Mean_TemperatureF
LHR,3/10/14,47
LHR,3/11/14,47
LHR,3/12/14,48
LHR,3/13/14,50
LHR,3/14/14,49
LHR,3/15/14,54
LHR,3/16/14,55
LHR,3/17/14,49
LHR,3/18/14,50
LHR,3/19/14,52
LHR,3/20/14,50
LHR,3/21/14,50
LHR,3/22/14,46
LHR,3/23/14,42
LHR,3/24/14,42
LHR,3/25/14,44
LHR,3/26/14,42
LHR,3/27/14,44
LHR,3/28/14,48
LHR,3/29/14,56
LHR,3/30/14,56
LHR,3/31/14,56
LHR,4/1/14,55
LHR,4/2/14,58
LHR,4/3/14,58
LHR,4/4/14,54
LHR,4/5/14,50
LHR,4/6/14,57
LHR,4/7/14,52
LHR,4/8/14,49
LHR,4/9/14,50
LHR,4/10/14,52
LHR,4/11/14,54
LHR,4/12/14,50
LHR,4/13/14,54
LHR,4/14/14,51
LHR,4/15/14,48
LHR,4/16/14,50
LHR,4/17/14,52
LHR,4/18/14,48
LHR,4/19/14,48
LHR,4/20/14,50
LHR,4/21/14,54
LHR,4/22/14,55
LHR,4/23/14,52
LHR,4/24/14,56
LHR,4/25/14,50
LHR,4/26/14,53
LHR,4/27/14,52
LHR,4/28/14,56
LHR,4/29/14,55
LHR,4/30/14,55
LHR,5/1/14,53
LHR,5/2/14,49
LHR,5/3/14,47
LHR,5/4/14,50
LHR,5/5/14,53
LHR,5/6/14,59
LHR,5/7/14,57
LHR,5/8/14,56
LHR,5/9/14,58
LHR,5/10/14,58
LHR,5/11/14,52
LHR,5/12/14,56
LHR,5/13/14,54
LHR,5/14/14,55
LHR,5/15/14,58
LHR,5/16/14,61
LHR,5/17/14,63
LHR,5/18/14,64
LHR,5/19/14,68
LHR,5/20/14,62
LHR,5/21/14,58
LHR,5/22/14,58
LHR,5/23/14,56
LHR,5/24/14,56
LHR,5/25/14,56
LHR,5/26/14,51
LHR,5/27/14,53
LHR,5/28/14,53
LHR,5/29/14,61
LHR,5/30/14,57
LHR,5/31/14,56
LHR,6/1/14,62
LHR,6/2/14,62
LHR,6/3/14,60
LHR,6/4/14,52
LHR,6/5/14,56
LHR,6/6/14,60
LHR,6/7/14,66
LHR,6/8/14,66
LHR,6/9/14,68
LHR,6/10/14,64
LHR,6/11/14,62
LHR,6/12/14,65
LHR,6/13/14,67
LHR,6/14/14,65
LHR,6/15/14,61
LHR,6/16/14,60
LHR,6/17/14,62
LHR,6/18/14,64
LHR,6/19/14,62
LHR,6/20/14,63
LHR,6/21/14,65
LHR,6/22/14,66
LHR,6/23/14,68
LHR,6/24/14,66
LHR,6/25/14,61
LHR,6/26/14,62
LHR,6/27/14,65
LHR,6/28/14,60
LHR,6/29/14,60
LHR,6/30/14,60
LHR,7/1/14,63
LHR,7/2/14,64
LHR,7/3/14,68
LHR,7/4/14,68
LHR,7/5/14,66
LHR,7/6/14,64
LHR,7/7/14,61
LHR,7/8/14,60
LHR,7/9/14,64
LHR,7/10/14,64
LHR,7/11/14,62
LHR,7/12/14,70
LHR,7/13/14,68
LHR,7/14/14,65
LHR,7/15/14,72
LHR,7/16/14,69
LHR,7/17/14,74
LHR,7/18/14,75
LHR,7/19/14,74
LHR,7/20/14,72
LHR,7/21/14,70
LHR,7/22/14,70
LHR,7/23/14,72
LHR,7/24/14,73
LHR,7/25/14,71
LHR,7/26/14,74
LHR,7/27/14,72
LHR,7/28/14,66
LHR,7/29/14,70
LHR,7/30/14,68
LHR,7/31/14,67
LHR,8/1/14,68
LHR,8/2/14,68
LHR,8/3/14,64
LHR,8/4/14,66
LHR,8/5/14,66
LHR,8/6/14,70
LHR,8/7/14,68
LHR,8/8/14,67
LHR,8/9/14,65
LHR,8/10/14,66
LHR,8/11/14,63
LHR,8/12/14,62
LHR,8/13/14,62
LHR,8/14/14,62
LHR,8/15/14,61
LHR,8/16/14,62
LHR,8/17/14,62
LHR,8/18/14,60
LHR,8/19/14,58
LHR,8/20/14,56
LHR,8/21/14,54
LHR,8/22/14,62
LHR,8/23/14,57
LHR,8/24/14,56
LHR,8/25/14,59
LHR,8/26/14,58
LHR,8/27/14,60
LHR,8/28/14,66
LHR,8/29/14,64
LHR,8/30/14,64
LHR,8/31/14,62
LHR,9/1/14,60
LHR,9/2/14,64
LHR,9/3/14,66
LHR,9/4/14,63
LHR,9/5/14,64
LHR,9/6/14,66
LHR,9/7/14,63
LHR,9/8/14,61
LHR,9/9/14,62
LHR,9/10/14,61
LHR,9/11/14,58
LHR,9/12/14,64
LHR,9/13/14,62
LHR,9/14/14,62
LHR,9/15/14,62
LHR,9/16/14,64
LHR,9/17/14,64
LHR,9/18/14,68
LHR,9/19/14,68
LHR,9/20/14,63
LHR,9/21/14,58
LHR,9/22/14,56
LHR,9/23/14,56
LHR,9/24/14,58
LHR,9/25/14,56
LHR,9/26/14,66
LHR,9/27/14,62
LHR,9/28/14,67
LHR,9/29/14,60
LHR,9/30/14,64
LHR,10/1/14,64
LHR,10/2/14,66
LHR,10/3/14,62
LHR,10/4/14,55
LHR,10/5/14,50
LHR,10/6/14,50
LHR,10/7/14,52
LHR,10/8/14,54
LHR,10/9/14,58
LHR,10/10/14,56
LHR,10/11/14,56
LHR,10/12/14,50
LHR,10/13/14,54
LHR,10/14/14,55
LHR,10/15/14,56
LHR,10/16/14,58
LHR,10/17/14,61
LHR,10/18/14,64
LHR,10/19/14,63
LHR,10/20/14,58
LHR,10/21/14,52
LHR,10/22/14,50
LHR,10/23/14,56
LHR,10/24/14,56
LHR,10/25/14,52
LHR,10/26/14,56
LHR,10/27/14,60
LHR,10/28/14,57
LHR,10/29/14,55
LHR,10/30/14,60
LHR,10/31/14,63
LHR,11/1/14,60
LHR,11/2/14,55
LHR,11/3/14,46
LHR,11/4/14,46
LHR,11/5/14,44
LHR,11/6/14,42
LHR,11/7/14,50
LHR,11/8/14,52
LHR,11/9/14,50
LHR,11/10/14,49
LHR,11/11/14,52
LHR,11/12/14,53
LHR,11/13/14,51
LHR,11/14/14,52
LHR,11/15/14,49
LHR,11/16/14,48
LHR,11/17/14,48
LHR,11/18/14,50
LHR,11/19/14,48
LHR,11/20/14,47
LHR,11/21/14,44
LHR,11/22/14,52
LHR,11/23/14,45
LHR,11/24/14,40
LHR,11/25/14,40
LHR,11/26/14,48
LHR,11/27/14,48
LHR,11/28/14,50
LHR,11/29/14,50
LHR,11/30/14,46
LHR,12/1/14,44
LHR,12/2/14,44
LHR,12/3/14,43
LHR,12/4/14,39
LHR,12/5/14,40
LHR,12/6/14,36
LHR,12/7/14,44
LHR,12/8/14,40
LHR,12/9/14,42
LHR,12/10/14,45
LHR,12/11/14,46
LHR,12/12/14,42
LHR,12/13/14,38
LHR,12/14/14,40
LHR,12/15/14,44
LHR,12/16/14,39
LHR,12/17/14,48
LHR,12/18/14,54
LHR,12/19/14,48
LHR,12/20/14,44
LHR,12/21/14,46
LHR,12/22/14,53
LHR,12/23/14,52
LHR,12/24/14,46
LHR,12/25/14,42
LHR,12/26/14,40
LHR,12/27/14,38
LHR,12/28/14,36
LHR,12/29/14,34
LHR,12/30/14,33
LHR,12/31/14,35
MIA,1/1/14,78
MIA,1/2/14,78
MIA,1/3/14,67
MIA,1/4/14,69
MIA,1/5/14,76
MIA,1/6/14,72
MIA,1/7/14,54
MIA,1/8/14,61
MIA,1/9/14,75
MIA,1/10/14,77
MIA,1/11/14,78
MIA,1/12/14,74
MIA,1/13/14,73
MIA,1/14/14,77
MIA,1/15/14,66
MIA,1/16/14,56
MIA,1/17/14,56
MIA,1/18/14,61
MIA,1/19/14,58
MIA,1/20/14,65
MIA,1/21/14,67
MIA,1/22/14,59
MIA,1/23/14,60
MIA,1/24/14,66
MIA,1/25/14,65
MIA,1/26/14,67
MIA,1/27/14,72
MIA,1/28/14,72
MIA,1/29/14,72
MIA,1/30/14,66
MIA,1/31/14,75
MIA,2/1/14,77
MIA,2/2/14,76
MIA,2/3/14,79
MIA,2/4/14,78
MIA,2/5/14,80
MIA,2/6/14,78
MIA,2/7/14,76
MIA,2/8/14,77
MIA,2/9/14,74
MIA,2/10/14,74
MIA,2/11/14,77
MIA,2/12/14,74
MIA,2/13/14,67
MIA,2/14/14,61
MIA,2/15/14,68
MIA,2/16/14,65
MIA,2/17/14,69
MIA,2/18/14,71
MIA,2/19/14,74
MIA,2/20/14,77
MIA,2/21/14,79
MIA,2/22/14,79
MIA,2/23/14,77
MIA,2/24/14,78
MIA,2/25/14,78
MIA,2/26/14,79
MIA,2/27/14,73
MIA,2/28/14,70
MIA,3/1/14,71
MIA,3/2/14,72
MIA,3/3/14,74
MIA,3/4/14,74
MIA,3/5/14,78
MIA,3/6/14,77
MIA,3/7/14,71
MIA,3/8/14,67
MIA,3/9/14,71
MIA,3/10/14,73
MIA,3/11/14,73
MIA,3/12/14,80
MIA,3/13/14,72
MIA,3/14/14,68
MIA,3/15/14,72
MIA,3/16/14,76
MIA,3/17/14,81
MIA,3/18/14,75
MIA,3/19/14,74
MIA,3/20/14,76
MIA,3/21/14,73
MIA,3/22/14,80
MIA,3/23/14,81
MIA,3/24/14,75
MIA,3/25/14,75
MIA,3/26/14,65
MIA,3/27/14,71
MIA,3/28/14,77
MIA,3/29/14,77
MIA,3/30/14,73
MIA,3/31/14,71
MIA,4/1/14,72
MIA,4/2/14,73
MIA,4/3/14,76
MIA,4/4/14,78
MIA,4/5/14,77
MIA,4/6/14,77
MIA,4/7/14,80
MIA,4/8/14,79
MIA,4/9/14,73
MIA,4/10/14,72
MIA,4/11/14,75
MIA,4/12/14,77
MIA,4/13/14,79
MIA,4/14/14,80
MIA,4/15/14,82
MIA,4/16/14,78
MIA,4/17/14,79
MIA,4/18/14,79
MIA,4/19/14,79
MIA,4/20/14,73
MIA,4/21/14,73
MIA,4/22/14,76
MIA,4/23/14,76
MIA,4/24/14,78
MIA,4/25/14,81
MIA,4/26/14,80
MIA,4/27/14,81
MIA,4/28/14,83
MIA,4/29/14,83
MIA,4/30/14,84
MIA,5/1/14,83
MIA,5/2/14,83
MIA,5/3/14,82
MIA,5/4/14,77
MIA,5/5/14,78
MIA,5/6/14,78
MIA,5/7/14,82
MIA,5/8/14,83
MIA,5/9/14,82
MIA,5/10/14,82
MIA,5/11/14,83
MIA,5/12/14,83
MIA,5/13/14,82
MIA,5/14/14,82
MIA,5/15/14,78
MIA,5/16/14,75
MIA,5/17/14,77
MIA,5/18/14,79
MIA,5/19/14,80
MIA,5/20/14,80
MIA,5/21/14,79
MIA,5/22/14,80
MIA,5/23/14,82
MIA,5/24/14,83
MIA,5/25/14,82
MIA,5/26/14,82
MIA,5/27/14,83
MIA,5/28/14,83
MIA,5/29/14,81
MIA,5/30/14,81
MIA,5/31/14,83
MIA,6/1/14,82
MIA,6/2/14,78
MIA,6/3/14,79
MIA,6/4/14,77
MIA,6/5/14,80
MIA,6/6/14,82
MIA,6/7/14,85
MIA,6/8/14,83
MIA,6/9/14,81
MIA,6/10/14,80
MIA,6/11/14,83
MIA,6/12/14,82
MIA,6/13/14,80
MIA,6/14/14,81
MIA,6/15/14,82
MIA,6/16/14,84
MIA,6/17/14,79
MIA,6/18/14,80
MIA,6/19/14,80
MIA,6/20/14,81
MIA,6/21/14,81
MIA,6/22/14,82
MIA,6/23/14,83
MIA,6/24/14,83
MIA,6/25/14,85
MIA,6/26/14,84
MIA,6/27/14,85
MIA,6/28/14,84
MIA,6/29/14,83
MIA,6/30/14,83
MIA,7/1/14,83
MIA,7/2/14,84
MIA,7/3/14,85
MIA,7/4/14,85
MIA,7/5/14,83
MIA,7/6/14,83
MIA,7/7/14,84
MIA,7/8/14,83
MIA,7/9/14,84
MIA,7/10/14,83
MIA,7/11/14,83
MIA,7/12/14,83
MIA,7/13/14,84
MIA,7/14/14,85
MIA,7/15/14,81
MIA,7/16/14,84
MIA,7/17/14,83
MIA,7/18/14,86
MIA,7/19/14,85
MIA,7/20/14,85
MIA,7/21/14,82
MIA,7/22/14,84
MIA,7/23/14,84
MIA,7/24/14,85
MIA,7/25/14,85
MIA,7/26/14,82
MIA,7/27/14,86
MIA,7/28/14,88
MIA,7/29/14,87
MIA,7/30/14,85
MIA,7/31/14,84
MIA,8/1/14,85
MIA,8/2/14,84
MIA,8/3/14,81
MIA,8/4/14,81
MIA,8/5/14,84
MIA,8/6/14,86
MIA,8/7/14,83
MIA,8/8/14,84
MIA,8/9/14,86
MIA,8/10/14,86
MIA,8/11/14,85
MIA,8/12/14,86
MIA,8/13/14,86
MIA,8/14/14,85
MIA,8/15/14,82
MIA,8/16/14,84
MIA,8/17/14,85
MIA,8/18/14,86
MIA,8/19/14,88
MIA,8/20/14,85
MIA,8/21/14,87
MIA,8/22/14,86
MIA,8/23/14,85
MIA,8/24/14,87
MIA,8/25/14,85
MIA,8/26/14,86
MIA,8/27/14,85
MIA,8/28/14,86
MIA,8/29/14,87
MIA,8/30/14,88
MIA,8/31/14,87
MIA,9/1/14,86
MIA,9/2/14,84
MIA,9/3/14,82
MIA,9/4/14,82
MIA,9/5/14,85
MIA,9/6/14,84
MIA,9/7/14,83
MIA,9/8/14,84
MIA,9/9/14,84
MIA,9/10/14,82
MIA,9/11/14,83
MIA,9/12/14,80
MIA,9/13/14,81
MIA,9/14/14,82
MIA,9/15/14,85
MIA,9/16/14,84
MIA,9/17/14,85
MIA,9/18/14,83
MIA,9/19/14,81
MIA,9/20/14,82
MIA,9/21/14,81
MIA,9/22/14,82
MIA,9/23/14,78
MIA,9/24/14,81
MIA,9/25/14,82
MIA,9/26/14,83
MIA,9/27/14,84
MIA,9/28/14,84
MIA,9/29/14,83
MIA,9/30/14,84
MIA,10/1/14,86
MIA,10/2/14,85
MIA,10/3/14,86
MIA,10/4/14,84
MIA,10/5/14,79
MIA,10/6/14,79
MIA,10/7/14,79
MIA,10/8/14,81
MIA,10/9/14,83
MIA,10/10/14,82
MIA,10/11/14,83
MIA,10/12/14,83
MIA,10/13/14,83
MIA,10/14/14,84
MIA,10/15/14,82
MIA,10/16/14,79
MIA,10/17/14,77
MIA,10/18/14,77
MIA,10/19/14,78
MIA,10/20/14,78
MIA,10/21/14,78
MIA,10/22/14,80
MIA,10/23/14,78
MIA,10/24/14,76
MIA,10/25/14,77
MIA,10/26/14,77
MIA,10/27/14,75
MIA,10/28/14,78
MIA,10/29/14,80
MIA,10/30/14,78
MIA,10/31/14,77
MIA,11/1/14,68
MIA,11/2/14,62
MIA,11/3/14,69
MIA,11/4/14,76
MIA,11/5/14,78
MIA,11/6/14,76
MIA,11/7/14,76
MIA,11/8/14,75
MIA,11/9/14,72
MIA,11/10/14,72
MIA,11/11/14,72
MIA,11/12/14,74
MIA,11/13/14,76
MIA,11/14/14,75
MIA,11/15/14,74
MIA,11/16/14,79
MIA,11/17/14,81
MIA,11/18/14,69
MIA,11/19/14,60
MIA,11/20/14,70
MIA,11/21/14,73
MIA,11/22/14,78
MIA,11/23/14,80
MIA,11/24/14,82
MIA,11/25/14,82
MIA,11/26/14,71
MIA,11/27/14,65
MIA,11/28/14,62
MIA,11/29/14,66
MIA,11/30/14,74
MIA,12/1/14,76
MIA,12/2/14,77
MIA,12/3/14,76
MIA,12/4/14,76
MIA,12/5/14,77
MIA,12/6/14,75
MIA,12/7/14,73
MIA,12/8/14,69
MIA,12/9/14,63
MIA,12/10/14,59
MIA,12/11/14,59
MIA,12/12/14,61
MIA,12/13/14,67
MIA,12/14/14,67
MIA,12/15/14,67
MIA,12/16/14,68
MIA,12/17/14,69
MIA,12/18/14,70
MIA,12/19/14,70
MIA,12/20/14,71
MIA,12/21/14,73
MIA,12/22/14,74
MIA,12/23/14,77
MIA,12/24/14,80
MIA,12/25/14,73
MIA,12/26/14,73
MIA,12/27/14,75
MIA,12/28/14,74
MIA,12/29/14,76
MIA,12/30/14,76
MIA,12/31/14,76
SAC,1/1/14,47
SAC,1/2/14,51
SAC,1/3/14,50
SAC,1/4/14,51
SAC,1/5/14,49
SAC,1/6/14,48
SAC,1/7/14,50
SAC,1/8/14,45
SAC,1/9/14,51
SAC,1/10/14,49
SAC,1/11/14,49
SAC,1/12/14,49
SAC,1/13/14,48
SAC,1/14/14,49
SAC,1/15/14,51
SAC,1/16/14,51
SAC,1/17/14,52
SAC,1/18/14,50
SAC,1/19/14,51
SAC,1/20/14,51
SAC,1/21/14,52
SAC,1/22/14,48
SAC,1/23/14,52
SAC,1/24/14,59
SAC,1/25/14,57
SAC,1/26/14,51
SAC,1/27/14,51
SAC,1/28/14,59
SAC,1/29/14,58
SAC,1/30/14,57
SAC,1/31/14,50
SAC,2/1/14,48
SAC,2/2/14,44
SAC,2/3/14,50
SAC,2/4/14,44
SAC,2/5/14,43
SAC,2/6/14,48
SAC,2/7/14,50
SAC,2/8/14,53
SAC,2/9/14,57
SAC,2/10/14,59
SAC,2/11/14,54
SAC,2/12/14,55
SAC,2/13/14,62
SAC,2/14/14,61
SAC,2/15/14,57
SAC,2/16/14,56
SAC,2/17/14,51
SAC,2/18/14,54
SAC,2/19/14,58
SAC,2/20/14,57
SAC,2/21/14,56
SAC,2/22/14,57
SAC,2/23/14,57
SAC,2/24/14,58
SAC,2/25/14,58
SAC,2/26/14,57
SAC,2/27/14,59
SAC,2/28/14,56
SAC,3/1/14,60
SAC,3/2/14,55
SAC,3/3/14,54
SAC,3/4/14,58
SAC,3/5/14,61
SAC,3/6/14,60
SAC,3/7/14,60
SAC,3/8/14,56
SAC,3/9/14,62
SAC,3/10/14,61
SAC,3/11/14,61
SAC,3/12/14,64
SAC,3/13/14,61
SAC,3/14/14,62
SAC,3/15/14,65
SAC,3/16/14,63
SAC,3/17/14,59
SAC,3/18/14,60
SAC,3/19/14,59
SAC,3/20/14,62
SAC,3/21/14,61
SAC,3/22/14,60
SAC,3/23/14,62
SAC,3/24/14,62
SAC,3/25/14,54
SAC,3/26/14,56
SAC,3/27/14,56
SAC,3/28/14,60
SAC,3/29/14,56
SAC,3/30/14,51
SAC,3/31/14,52
SAC,4/1/14,50
SAC,4/2/14,52
SAC,4/3/14,55
SAC,4/4/14,54
SAC,4/5/14,56
SAC,4/6/14,62
SAC,4/7/14,65
SAC,4/8/14,69
SAC,4/9/14,68
SAC,4/10/14,66
SAC,4/11/14,64
SAC,4/12/14,60
SAC,4/13/14,66
SAC,4/14/14,63
SAC,4/15/14,66
SAC,4/16/14,66
SAC,4/17/14,67
SAC,4/18/14,68
SAC,4/19/14,63
SAC,4/20/14,67
SAC,4/21/14,65
SAC,4/22/14,59
SAC,4/23/14,57
SAC,4/24/14,62
SAC,4/25/14,55
SAC,4/26/14,55
SAC,4/27/14,59
SAC,4/28/14,61
SAC,4/29/14,71
SAC,4/30/14,72
SAC,5/1/14,74
SAC,5/2/14,70
SAC,5/3/14,65
SAC,5/4/14,63
SAC,5/5/14,63
SAC,5/6/14,65
SAC,5/7/14,63
SAC,5/8/14,61
SAC,5/9/14,66
SAC,5/10/14,61
SAC,5/11/14,68
SAC,5/12/14,70
SAC,5/13/14,72
SAC,5/14/14,76
SAC,5/15/14,77
SAC,5/16/14,75
SAC,5/17/14,69
SAC,5/18/14,68
SAC,5/19/14,64
SAC,5/20/14,63
SAC,5/21/14,69
SAC,5/22/14,71
SAC,5/23/14,72
SAC,5/24/14,76
SAC,5/25/14,76
SAC,5/26/14,75
SAC,5/27/14,73
SAC,5/28/14,69
SAC,5/29/14,72
SAC,5/30/14,70
SAC,5/31/14,69
SAC,6/1/14,72
SAC,6/2/14,68
SAC,6/3/14,68
SAC,6/4/14,73
SAC,6/5/14,76
SAC,6/6/14,73
SAC,6/7/14,75
SAC,6/8/14,83
SAC,6/9/14,84
SAC,6/10/14,82
SAC,6/11/14,70
SAC,6/12/14,68
SAC,6/13/14,71
SAC,6/14/14,72
SAC,6/15/14,71
SAC,6/16/14,66
SAC,6/17/14,69
SAC,6/18/14,74
SAC,6/19/14,75
SAC,6/20/14,76
SAC,6/21/14,75
SAC,6/22/14,73
SAC,6/23/14,74
SAC,6/24/14,76
SAC,6/25/14,72
SAC,6/26/14,71
SAC,6/27/14,73
SAC,6/28/14,75
SAC,6/29/14,80
SAC,6/30/14,84
SAC,7/1/14,77
SAC,7/2/14,74
SAC,7/3/14,76
SAC,7/4/14,78
SAC,7/5/14,77
SAC,7/6/14,78
SAC,7/7/14,78
SAC,7/8/14,81
SAC,7/9/14,75
SAC,7/10/14,73
SAC,7/11/14,73
SAC,7/12/14,75
SAC,7/13/14,79
SAC,7/14/14,85
SAC,7/15/14,81
SAC,7/16/14,76
SAC,7/17/14,73
SAC,7/18/14,73
SAC,7/19/14,76
SAC,7/20/14,71
SAC,7/21/14,74
SAC,7/22/14,74
SAC,7/23/14,73
SAC,7/24/14,79
SAC,7/25/14,82
SAC,7/26/14,84
SAC,7/27/14,86
SAC,7/28/14,79
SAC,7/29/14,80
SAC,7/30/14,82
SAC,7/31/14,82
SAC,8/1/14,85
SAC,8/2/14,78
SAC,8/3/14,71
SAC,8/4/14,70
SAC,8/5/14,71
SAC,8/6/14,81
SAC,8/7/14,79
SAC,8/8/14,77
SAC,8/9/14,74
SAC,8/10/14,72
SAC,8/11/14,77
SAC,8/12/14,73
SAC,8/13/14,73
SAC,8/14/14,76
SAC,8/15/14,78
SAC,8/16/14,78
SAC,8/17/14,75
SAC,8/18/14,73
SAC,8/19/14,71
SAC,8/20/14,70
SAC,8/21/14,74
SAC,8/22/14,74
SAC,8/23/14,74
SAC,8/24/14,75
SAC,8/25/14,72
SAC,8/26/14,80
SAC,8/27/14,79
SAC,8/28/14,80
SAC,8/29/14,76
SAC,8/30/14,80
SAC,8/31/14,79
SAC,9/1/14,81
SAC,9/2/14,77
SAC,9/3/14,77
SAC,9/4/14,77
SAC,9/5/14,75
SAC,9/6/14,75
SAC,9/7/14,74
SAC,9/8/14,70
SAC,9/9/14,72
SAC,9/10/14,76
SAC,9/11/14,80
SAC,9/12/14,82
SAC,9/13/14,83
SAC,9/14/14,80
SAC,9/15/14,78
SAC,9/16/14,76
SAC,9/17/14,76
SAC,9/18/14,76
SAC,9/19/14,74
SAC,9/20/14,75
SAC,9/21/14,73
SAC,9/22/14,75
SAC,9/23/14,75
SAC,9/24/14,74
SAC,9/25/14,66
SAC,9/26/14,67
SAC,9/27/14,68
SAC,9/28/14,67
SAC,9/29/14,67
SAC,9/30/14,72
SAC,10/1/14,76
SAC,10/2/14,71
SAC,10/3/14,76
SAC,10/4/14,75
SAC,10/5/14,76
SAC,10/6/14,77
SAC,10/7/14,76
SAC,10/8/14,76
SAC,10/9/14,72
SAC,10/10/14,71
SAC,10/11/14,73
SAC,10/12/14,76
SAC,10/13/14,71
SAC,10/14/14,66
SAC,10/15/14,65
SAC,10/16/14,64
SAC,10/17/14,64
SAC,10/18/14,67
SAC,10/19/14,66
SAC,10/20/14,64
SAC,10/21/14,61
SAC,10/22/14,62
SAC,10/23/14,68
SAC,10/24/14,64
SAC,10/25/14,66
SAC,10/26/14,60
SAC,10/27/14,59
SAC,10/28/14,61
SAC,10/29/14,65
SAC,10/30/14,66
SAC,10/31/14,61
SAC,11/1/14,59
SAC,11/2/14,57
SAC,11/3/14,55
SAC,11/4/14,57
SAC,11/5/14,60
SAC,11/6/14,62
SAC,11/7/14,63
SAC,11/8/14,63
SAC,11/9/14,64
SAC,11/10/14,62
SAC,11/11/14,60
SAC,11/12/14,55
SAC,11/13/14,59
SAC,11/14/14,59
SAC,11/15/14,56
SAC,11/16/14,54
SAC,11/17/14,54
SAC,11/18/14,51
SAC,11/19/14,53
SAC,11/20/14,54
SAC,11/21/14,54
SAC,11/22/14,55
SAC,11/23/14,52
SAC,11/24/14,52
SAC,11/25/14,53
SAC,11/26/14,54
SAC,11/27/14,57
SAC,11/28/14,52
SAC,11/29/14,57
SAC,11/30/14,55
SAC,12/1/14,58
SAC,12/2/14,56
SAC,12/3/14,62
SAC,12/4/14,62
SAC,12/5/14,61
SAC,12/6/14,61
SAC,12/7/14,58
SAC,12/8/14,56
SAC,12/9/14,55
SAC,12/10/14,55
SAC,12/11/14,57
SAC,12/12/14,49
SAC,12/13/14,51
SAC,12/14/14,50
SAC,12/15/14,53
SAC,12/16/14,56
SAC,12/17/14,53
SAC,12/18/14,55
SAC,12/19/14,53
SAC,12/20/14,56
SAC,12/21/14,61
SAC,12/22/14,56
SAC,12/23/14,55
SAC,12/24/14,53
SAC,12/25/14,51
SAC,12/26/14,48
SAC,12/27/14,44
SAC,12/28/14,46
SAC,12/29/14,43
SAC,12/30/14,47
SAC,12/31/14,46
CPH,1/1/14,38
CPH,1/2/14,40
CPH,1/3/14,42
CPH,1/4/14,43
CPH,1/5/14,40
CPH,1/6/14,40
CPH,1/7/14,45
CPH,1/8/14,44
CPH,1/9/14,44
CPH,1/10/14,42
CPH,1/11/14,42
CPH,1/12/14,36
CPH,1/13/14,32
CPH,1/14/14,37
CPH,1/15/14,36
CPH,1/16/14,34
CPH,1/17/14,34
CPH,1/18/14,34
CPH,1/19/14,34
CPH,1/20/14,34
CPH,1/21/14,33
CPH,1/22/14,30
CPH,1/23/14,29
CPH,1/24/14,26
CPH,1/25/14,24
CPH,1/26/14,23
CPH,1/27/14,26
CPH,1/28/14,30
CPH,1/29/14,25
CPH,1/30/14,25
CPH,1/31/14,28
CPH,2/1/14,33
CPH,2/2/14,34
CPH,2/3/14,32
CPH,2/4/14,34
CPH,2/5/14,33
CPH,2/6/14,36
CPH,2/7/14,39
CPH,2/8/14,38
CPH,2/9/14,40
CPH,2/10/14,38
CPH,2/11/14,36
CPH,2/12/14,37
CPH,2/13/14,38
CPH,2/14/14,38
CPH,2/15/14,40
CPH,2/16/14,41
CPH,2/17/14,40
CPH,2/18/14,36
CPH,2/19/14,40
CPH,2/20/14,42
CPH,2/21/14,43
CPH,2/22/14,40
CPH,2/23/14,40
CPH,2/24/14,40
CPH,2/25/14,38
CPH,2/26/14,40
CPH,2/27/14,40
CPH,2/28/14,40
CPH,3/1/14,38
CPH,3/2/14,37
CPH,3/3/14,37
CPH,3/4/14,39
CPH,3/5/14,38
CPH,3/6/14,36
CPH,3/7/14,42
CPH,3/8/14,42
CPH,3/9/14,43
CPH,3/10/14,48
CPH,3/11/14,42
CPH,3/12/14,42
CPH,3/13/14,42
CPH,3/14/14,44
CPH,3/15/14,46
CPH,3/16/14,46
CPH,3/17/14,47
CPH,3/18/14,48
CPH,3/19/14,45
CPH,3/20/14,51
CPH,3/21/14,44
CPH,3/22/14,40
CPH,3/23/14,42
CPH,3/24/14,38
CPH,3/25/14,40
CPH,3/26/14,38
CPH,3/27/14,36
CPH,3/28/14,47
CPH,3/29/14,44
CPH,3/30/14,43
CPH,3/31/14,43
CPH,4/1/14,40
CPH,4/2/14,42
CPH,4/3/14,44
CPH,4/4/14,40
CPH,4/5/14,40
CPH,4/6/14,46
CPH,4/7/14,52
CPH,4/8/14,53
CPH,4/9/14,45
CPH,4/10/14,45
CPH,4/11/14,46
CPH,4/12/14,42
CPH,4/13/14,48
CPH,4/14/14,45
CPH,4/15/14,46
CPH,4/16/14,43
CPH,4/17/14,44
CPH,4/18/14,44
CPH,4/19/14,50
CPH,4/20/14,55
CPH,4/21/14,56
CPH,4/22/14,56
CPH,4/23/14,51
CPH,4/24/14,46
CPH,4/25/14,53
CPH,4/26/14,52
CPH,4/27/14,55
CPH,4/28/14,52
CPH,4/29/14,54
CPH,4/30/14,52
CPH,5/1/14,48
CPH,5/2/14,46
CPH,5/3/14,46
CPH,5/4/14,47
CPH,5/5/14,47
CPH,5/6/14,50
CPH,5/7/14,52
CPH,5/8/14,52
CPH,5/9/14,52
CPH,5/10/14,52
CPH,5/11/14,54
CPH,5/12/14,52
CPH,5/13/14,52
CPH,5/14/14,50
CPH,5/15/14,53
CPH,5/16/14,53
CPH,5/17/14,57
CPH,5/18/14,56
